text	channel	feedbackRating	reviewDate	positiveTopicClass	negativeTopicClass	model
it leaks water from the first moment of operation it started to leak a lot of water and the quality of the coffee is not up to par	amazon.it	1.0	2022-02-13		Maintenance and Durability, Coffee Quality	tiny
Excellent purchase Excellent product I recommend purchasing	amazon.it	5.0	2022-03-01	Design and Materials		tiny
Perfect Arrived early. The coffee machine is very convenient, quick to heat up and has no water leaks. The coffee is truly excellent	amazon.it	5.0	2020-12-31	Maintenance and Durability, Coffee Quality, Services and Logistics, User Experience		tiny
Lavazza a modo mio. As always Amazon respects the expected times, excellent product I highly recommend for those who want to switch to the coffee machine, I tried the capsules included with the machine brand lavazza rossa intensity 10 and I have to say excellent I love the taste of strong and decisive coffee and really excellent, I will try I will also try the free samples that they gave me before dwelling on the thought of the taste lavazza rossa intensity 10 maybe I will change my mind also with different flavors that lavazza offers but for the moment I remain of the idea that for those who love a strong and intense coffee the intensity 10 and that they give you with the machine is really excellent. Just as the lavazza a modo mio coffee machine is excellent, it is true that in dispensing the coffee it is not as super fast as one imagines but not slow either, but in the end what counts is the intensity of the coffee let's be clear when a machine dispenses the coffee in light time in the end it is because it is dirty water which does not happen with lavazza. I repeat excellent product I am really satisfied	amazon.it	5.0	2018-11-12	Coffee Quality, Design and Materials, Services and Logistics	Coffee Quality, Machine Performance	tiny
Lukewarm Coffee Nice, easy to use but, at least for our tastes, it doesn't heat the coffee enough.	amazon.it	2.0	2019-11-30	Design and Materials, User Experience	Machine Performance	tiny
Terrible purchase lasted two months and then it stops and leaks water everywhere. Zero assistance. I had to buy another machine at the shop under my house, at least if it breaks I'll take it back to the shop. For assistance. Never again from Amazon.	amazon.it	1.0	2022-04-13		Maintenance and Durability, Services and Logistics, User Experience	tiny
Beautiful capsule coffee machine Capsule coffee machine with different types of coffee. Very simple and always hot coffee. Quality price Recommended.	amazon.it	4.0	2020-08-23	Price & worth, Coffee Quality, Design and Materials, User Experience		tiny
Great purchase Small machine, takes up very little space. Fast, good, creamy coffee. Recommended.	amazon.it	5.0	2019-11-23	Coffee Quality, Design and Materials, User Experience		tiny
Lavazza coffee machine at first impact the coffee is very good, very intense aroma and also taste. Highly recommended. As a gift I received several capsules with different flavors	amazon.it	5.0	2020-12-28	Coffee Quality, Design and Materials		tiny
Excellent Super fast delivery and perfect pod machine! It does its job!!!	amazon.it	4.0	2021-07-10	Services and Logistics		tiny
Creaminess and flavor of real bar coffee 2) After 2 days of use, even if not intense, as I imagined: Lavazza A modo mio coffee machine, as if it were a moka pot, has gained a lot of flavor and now the coffee is really good... For a creamy and intense coffee like a true Neapolitan coffee, I recommend taking INTENSE coffee capsules (rich, robust, creamy flavor) 1) For now I'm waiting on the flavor evaluation because I'm at the first cups of coffee, and the machine hasn't yet taken on that creamy coffee flavor	amazon.it	5.0	2021-01-08	Coffee Quality		tiny
Very good A very good coffee machine, with just one button it is very simple to use, being from Lavazza it is also very easy to find third-party pods, I recommend those from the VeroCaffé brand. Highly recommended	amazon.it	4.0	2020-09-17	Design and Materials, User Experience		tiny
I couldn't do without it. Very comfortable and excellent coffee.	amazon.it	5.0	2021-06-24	Coffee Quality, User Experience		tiny
Formidable Small but effective. The coffee comes out very quickly after a handful of seconds from turning it on. Easy to clean. Ecological: with automatic shutdown after a few minutes from the last use.	amazon.it	5.0	2020-10-20	Maintenance and Durability, Design and Materials, User Experience		tiny
Perfect! Easy and convenient to use, it cleans in a flash! And what about the coffee?! Delicious... to try!	amazon.it	4.0	2020-08-24	Coffee Quality, User Experience		tiny
Excellent Excellent, Lavazza is a guarantee when it comes to coffee, very nice and not at all cumbersome	amazon.it	5.0	2021-07-01	Brand Awareness, Design and Materials		tiny
Great purchase Good coffee...maybe a little noisy..but overall satisfied	amazon.it	5.0	2020-10-09	User Experience		tiny
It surprised me positively Easy to use Good coffee Easy to clean Excellent value for money	amazon.it	5.0	2020-11-26	Price & worth, Coffee Quality, User Experience		tiny
Practical It is truly versatile, small, takes up little space, I can take all the types of pods I want and when I want without having to submit to a loan for use. I recommend it	amazon.it	5.0	2021-06-20	Design and Materials, User Experience		tiny
this machine is beautiful, suitable for use in the office and at home I was surprised how small it is, I've never seen a machine like this, and the coffee is also very tasty, only it has a small flaw it vibrates a little too much and therefore you have to keep the glass underneath to prevent it from falling, only for this you do not it deserves the fifth star, otherwise it would have been really perfect !!!	amazon.it	4.0	2021-04-15	Coffee Quality, Design and Materials	Maintenance and Durability	tiny
Good coffee The machine is small but well made with fairly sturdy material. Nice design. Creamy coffee, although I don't know the long-term yield. It is quick to turn on and has only one start and stop button. It does not have a used pod compartment, but it is easy to remove and the machine always remains clean. It is not very noisy but, especially at the beginning, it vibrates a lot and you have to be careful with the cup. In the package they give you a courtesy kit with about ten pods.	amazon.it	5.0	2020-11-10	Design and Materials, Coffee Quality, Machine Performance, User Experience	Maintenance and Durability	tiny
Very fast Simplicity	amazon.it	5.0	2022-04-01	User Experience		tiny
Excellent Good ok	amazon.it	3.0	2019-10-30	Coffee Quality		tiny
Terrible. Arrived with the plug of the Chinese socket.	amazon.it	1.0	2019-10-30	Services and Logistics		tiny
excellent beautiful article. excellent package. just what I was looking for. amazon never disappoints. beautiful and useful.	amazon.it	5.0	2020-11-28	Services and Logistics		tiny
Ideal for me Taken on offer on Amazon for €59 with 64 Lavazza capsules included, a purchase I would make again. Ideal for those like me who use it for 2 maximum 3 coffees a day. Easy to use and clean Nothing exceptional but it does its job and for what it costs in my opinion it makes an excellent coffee I recommend it with the use of Borbone blu capsules, they sell them here on Amazon and they are much better than Lavazza in terms of creaminess and flavor	amazon.it	5.0	2022-03-05	Price & worth, User Experience, Design and Materials, Coffee Quality, Services and Logistics	User Experience	tiny
Easy to use Excellent product quality and price	amazon.it	5.0	2020-10-23	Price & worth		tiny
To be taken with your eyes closed The machine arrived well packaged in the box there were in addition to the expected pod boxes also a free pack of Lavazza pods. It is very practical in itself: a single button, easy to clean because it has no capsule container, which is also more hygienic. It also turns off by itself if you do not turn it off manually.	amazon.it	4.0	2020-11-16	User Experience, Services and Logistics		tiny
Lavazza a modo mio Good machine, excellent coffee. At home as in the bar ...	amazon.it	5.0	2021-07-12	Coffee Quality		tiny
A guarantee of flavor I bought it for the office. The coffee machine we have does not satisfy me. Now I can have a good coffee whenever I want!	amazon.it	5.0	2021-02-26	Coffee Quality		tiny
excellent choice excellent purchase unlike others you can make just one coffee and change the used pod	amazon.it	5.0	2021-07-08		Design and Materials	tiny
Easy to use, coffee like at the bar Easy to use, and excellent and creamy coffee like at the bar. In my opinion the number 1.	amazon.it	5.0	2020-11-19	Coffee Quality, User Experience		tiny
Good product I am very happy with this pod machine, the coffee is as good as at the bar	amazon.it	4.0	2021-02-14	Coffee Quality		tiny
It vibrates a lot Aside from the noise, the biggest flaw is that it vibrates a lot, so much so that if you don't hold the cup still it moves and falls off the grill. I had the Minù before and it was much better.	amazon.it	2.0	2019-10-26		Maintenance and Durability, Machine Performance	tiny
Utility Great purchase! Satisfied	amazon.it	5.0	2020-02-04	User Experience		tiny
As expected Great product arrived on time,	amazon.it	5.0	2019-05-24	Services and Logistics		tiny
"The best for the ""My Way"" standard by Lavazza I had a Lavazza ""Jolie"" for a long time. The pump started acting up, after years, it couldn't take it anymore, I decided to change. I saw that there are two or three other models. One of them has a sensor that tells you when you need to empty the used capsule collector, another has a timed operation and stops when the coffee has come out. All highly useless things, in my opinion. The one that stops by itself takes too long, the one that tells you when you need to empty the capsules tells you when there are three (six should fit) only because they fit together badly and there is little space. The ""normal"" Jolie was still the best, but I saw this ""Tiny"" that seemed to be the simplest and cheapest. In fact it does NOT have a collector for used capsules, but a little drawer that every time you make a coffee you take it out, remove the old one, put the new one in. This machine is simple, functional, costs less than all the others, it stays clean because... it doesn't get dirty, it doesn't make that smelly sludge of used capsules... Technical note: in the Jolie, once the capsule is inserted, a lever that you operate by hand blocks it and activates the mechanism that pierces it. The Tiny, on the other hand, has no lever. Basically, the first phase of pressure dispensing serves to activate the plunger that pierces the capsule, after which the dispensing begins. This means that the initial phase is a little noisier (as you can read in other reviews where the reason was not explained). A positive consequence is that it is also easy to extract compostable capsules, which in the normal Jolie tend to deform due to the heat and sometimes get stuck inside. The capsule holder drawer can be removed easily and rinsed in two seconds, while on the other machines this cannot be done for obvious reasons. The Tiny's operating mode is the best I've seen. Special mention for the drip collector. When it's full it starts to spill on a little drawer behind (which can also be emptied). This allows you to take it out when you still have time to avoid the risk of dripping on the floor. As for the standard ""A modo mio"" by Lavazza, a bargain. It comes with 64 ""Red Quality"" capsules, which is actually very good, and a sample of nine different types of capsules, in case you want to decide which ones to order next time. Obviously you can use any compatible capsule. Below are the pros and cons in my opinion. I haven't found any cons, but I had to include at least one... PROS - it costs less than the others - more efficient capsule piercing mechanism - throwing away the capsule and replacing it guarantees cleanliness - it comes with 73 coffee capsules (64 + 9, see above) CONS - the first phase of dispensing is noisier"	amazon.it	5.0	2022-02-16	Price & worth, Maintenance and Durability, Machine Performance, Capsules and Compatibility	Price & worth, Machine Performance, Design and Materials, Coffee Quality, Maintenance and Durability, Capsules and Compatibility	tiny
The best Basic but easy in everything	amazon.it	5.0	2022-03-17	User Experience		tiny
Good product Great product easy to use and clean and great tasting coffee	amazon.it	4.0	2021-07-09	Coffee Quality, User Experience		tiny
Perfect Coffee Machine, fast, practical and silent!	amazon.it	5.0	2021-05-16	Machine Performance, User Experience		tiny
All ok. In line with expectations.	amazon.it	4.0	2021-03-25	User Experience		tiny
Highly recommended. Excellent purchase, easy to use, excellent coffee quality.	amazon.it	5.0	2021-04-12	Coffee Quality, User Experience		tiny
It was needed Fantastic!!!	amazon.it	5.0	2021-03-12	User Experience		tiny
Great product Great product	amazon.it	5.0	2022-06-07	User Experience		tiny
Easy to use machine, terrible coffee. The machine is normal, it's the second one I buy, after all they are all made of plastic and have a limited lifespan... The coffee supplied, Lavazza Rossa, it's an insult to call it coffee, dirty water is undrinkable.	amazon.it	4.0	2022-05-19	Maintenance and Durability, Design and Materials	Coffee Quality	tiny
Excellent The machine with the Lavazza pods supplied can produce excellent coffee and does so in a short time, in fact it can heat water in a very short time starting from the machine completely turned off. Under the dispenser we find space for a normal coffee cup or containers that are not too bulky, but if you want to insert a taller glass to make a latte macchiato I simply remove the base (which is interlocking and just slides it out) and you can do it. For normal maintenance all the parts are removable and easy to clean, if we really want to find a fault at all costs we can at most say that the machine is small and slightly noisy, nothing more. In short I recommend it to those who have to make 3 or 4 coffees a day and do not want a device that is too bulky. For me it is 5 stars, absolutely satisfied!	amazon.it	5.0	2021-07-12	Design and Materials, Coffee Quality, Machine Performance, User Experience		tiny
Good coffee with elegance Elegant to display in the kitchen or excellent because it makes a good coffee.	amazon.it	5.0	2020-02-11	Coffee Quality, Design and Materials		tiny
Perfect Excellent and compact	amazon.it	5.0	2021-03-02	Design and Materials		tiny
Unfortunately it turned out to be a fragile machine. After only two months it already has problems. For a few weeks I have been using this machine which has the characteristic of being simple and essential. It has no frills and with one button you do everything. The coffee is excellent.	amazon.it	1.0	2020-11-27	Coffee Quality, User Experience		tiny
small practice, small and very satisfying. the coffee is good	amazon.it	5.0	2021-05-31	Coffee Quality, Design and Materials, User Experience		tiny
perfect perfect	amazon.it	5.0	2021-02-05	User Experience		tiny
I recommend quality price I recommend	amazon.it	5.0	2022-02-16	Design and Materials		tiny
Excellent espresso machine. Highly recommended, excellent value for money.	amazon.it	5.0	2020-11-29	Price & worth, Design and Materials		tiny
Excellent This is the third machine I have purchased of this model. I find that it makes excellent coffee, takes up little space and is easy to clean. I had tried the superior model but I prefer this one	amazon.it	5.0	2022-05-23	Coffee Quality, Design and Materials, User Experience		tiny
Great product. Arrived on time..great coffee machine	amazon.it	5.0	2022-06-09	Services and Logistics		tiny
Perfect Perfect	amazon.it	5.0	2022-05-22	User Experience		tiny
great taste easy to use	amazon.it	5.0	2020-11-11	User Experience		tiny
that works well and the coffee is good I liked the machine, I had to return it because I received two machines instead of one, probably because of my fault, I don't know.	amazon.it	5.0	2020-11-27	User Experience	User Experience	tiny
Lavazza a modo mio 2 machine purchased 3 years apart, at the moment it is working well.	amazon.it	4.0	2020-12-03	Machine Performance		tiny
Cafietera review The product is easy to use and is comfortable	amazon.it	5.0	2022-04-28	User Experience		tiny
Great Article Great article! good capsules!	amazon.it	5.0	2020-11-03	User Experience		tiny
The product is good, the delivery is not. The box of pods included arrived destroyed. The machine seems to work anyway.	amazon.it	2.0	2021-02-26	Machine Performance	Services and Logistics	tiny
Easy, practical and convenient. As the title says it makes perfect sense... but for the taste it is not worth the price, I can't say if it is only due to the capsules but the taste leaves much to be desired...	amazon.it	4.0	2022-06-09		Price & worth, Coffee Quality	tiny
Fast Amazon super. Great machine makes good coffee, easy to use and clean, it is a little noisy but overall I am satisfied.	amazon.it	5.0	2022-02-20	Coffee Quality, Services and Logistics, User Experience	Machine Performance	tiny
In short...it makes coffee, but nothing special. Easy to use, to clean, but the flavor is nothing special. It comes out too slowly and not very well.	amazon.it	3.0	2022-05-07	User Experience	Coffee Quality, Machine Performance	tiny
Top Excellent	amazon.it	5.0	2022-03-13	User Experience		tiny
Excellent Everything okay	amazon.it	5.0	2020-11-18	User Experience		tiny
Excellent purchase Easy to use, small and not bulky, and makes good coffee like the one at the bar, creamy.	amazon.it	5.0	2020-11-24	Coffee Quality, Design and Materials, User Experience		tiny
Ok Perfect	amazon.it	5.0	2020-11-17	User Experience		tiny
Excellent Simple to use, all in one button. Using Lavazza capsules correctly you can't go wrong	amazon.it	5.0	2022-03-07	Maintenance and Durability, User Experience		tiny
Excellent coffee machine, having already had a previous model I was confident in my choice... recommended	amazon.it	5.0	2022-02-19	Design and Materials		tiny
Good product Great material and fast	amazon.it	5.0	2022-06-04	Design and Materials, User Experience		tiny
Recommended Easy to use and clean	amazon.it	5.0	2022-02-19	User Experience		tiny
Bar Excellent product, easy to use, ready in a few moments, easy to clean, adaptability of capsules. Perfect	amazon.it	5.0	2021-03-21	User Experience, Capsules and Compatibility		tiny
my favourite. I have tried many, but this is my favorite, in fact I wanted to give it to my parents. very simple to use there is only one button, it heats up in a few seconds and when the right capsule goes down it makes a very good coffee. excellent quality / price ratio.	amazon.it	5.0	2020-07-17	Price & worth, Coffee Quality, Design and Materials, User Experience		tiny
Excellent I have not had the vibration problems described in some reviews. Very simple machine but it does its job very well.	amazon.it	5.0	2020-11-30	Maintenance and Durability, User Experience		tiny
Great machine! I bought this wonderful machine and I have to say it is truly fantastic, great mechanics and good general operation. No negative notes.	amazon.it	5.0	2022-05-05	Maintenance and Durability		tiny
Tiny espresso power! I've owned this espresso maker for a few months now and it is superb at doing that one job: making espresso coffee. It isn't an all singing, all dancing coffee machine: it makes espresso. You can have a short espresso or a long espresso by turning it off / on for shorter / longer. It only fits espresso cups. That's it. If you want to make any other type of coffee, then buy a different machine. But for me it's perfect as I just want espresso coffee. I see other reviewers reporting problems but I've had none - its quick, easy to use and clean, and it is no noisier than any other coffee machine. My local supermarkets stock the pods and it came with some too so worked out as good value. The coffee is full and rich - easily as good as that available in any uk high street coffee shop; not as good as you'd get in a cafe in Italy. I run a bit of water through without a capsule before each use to clean and pre-heat, and that improves the flavour and heat.	amazon.co.uk	5.0	2022-04-21	Price & worth, Machine Performance, User Experience, Coffee Quality, Capsules and Compatibility	Design and Materials, User Experience	tiny
Beautiful and efficient Easy to use, easy to clean, Lavazza flavor, a guarantee!:woman_raising_hand_medium-light_skin_tone:	amazon.it	5.0	2020-12-03	Brand Awareness, Coffee Quality, User Experience		tiny
Practicality Ease of use, external appearance	amazon.it	5.0	2020-12-04	Design and Materials, User Experience		tiny
Great purchase! After a year of use I can say I have had no problems. The coffee is good, I have mostly used Lavazza capsules but it hasn't given me any problems with compatible ones either. It is compact and aesthetically beautiful, it doesn't take up much space and is easy to use and clean. I can decide the length of the coffee and this is one of the reasons that pushed me to choose it. I got it on offer with free capsules and I have to say I didn't expect such a good quality/price ratio, which is why I waited to review it.	amazon.it	4.0	2019-12-04	Price & worth, User Experience, Design and Materials, Coffee Quality, Maintenance and Durability, Capsules and Compatibility		tiny
"Practical, light, small, quick to use and clean. Excellent offer. Also appreciated is the package with the free trial pods of different ""flavors"". Very quick to use and heats up in less than 30 seconds (even when just turned on). The only choice I don't understand: why just one button? ""Hold down for 5 seconds to turn on and off"" ""Press to dispense and to stop dispensing"" Why not an extra button to turn on and off? Why hold down the same button for 5 seconds that if you accidentally let go 1 second before, it starts pouring more boiling water where there is no longer a cup? ""Light on"", ""Flashing light"", ""Fast flashing light"", ""Red light""... all on the same button. An extra button would have made everything more practical and quicker."	amazon.it	5.0	2020-12-04	Price & worth, User Experience		tiny
Great product Great product recommended	amazon.it	5.0	2019-11-25	Design and Materials		tiny
good quality espresso machine	amazon.it	5.0	2019-12-09	Design and Materials		tiny
Great product The machine is easy to use and easy to clean	amazon.it	5.0	2020-11-30	User Experience		tiny
"""Good"" purchase. Convenient price."	amazon.it	3.0	2019-12-13	Price & worth		tiny
Good product, shame about the color. Good product, easy to use, good coffee, shame only that I ordered the black machine and it arrived red.	amazon.it	4.0	2020-12-01	Coffee Quality, User Experience	Services and Logistics	tiny
Easy to use! Great!	amazon.it	5.0	2019-12-19	User Experience		tiny
Simple, functional, and small but solid and refined. Given that every two or three years we find ourselves having to change the espresso machine (despite using only low-residue bottled water and regular descaling), this time we decided to spend a more reasonable amount than we had done until now. For the moment the machine behaves very well. It has only one button that is used to turn it on, dispense, stop and turn it off. This detail had initially made me doubt its quality, but I changed my mind very quickly. Practical and not ordinary. The line is pleasant and the body is not invasive (I bought it in black). The small size is perfect for reducing the clutter on the kitchen worktop. I thought I had taken a step back and that the low cost would have made me regret not having opted for a rental in exchange for the supply of coffee, but that was not the case. The quantity of pods supplied with the purchase alone makes the cost of the machine comparable to that of a moka, but for me who doesn't like that type of coffee it was a lifesaver. Cleaning is very simple, thanks also to the fact that it doesn't have a capsule collection compartment (I always thought it was an essential option, but I was wrong) just a quick rinse of a tray under the tap and the machine is perfect again. Overall very satisfied. Exceeded expectations. I would like to point out, after two years, that regular descaling guarantees a long life for the machine.	amazon.it	4.0	2018-11-16	Price & worth, User Experience, Design and Materials, Coffee Quality, Maintenance and Durability	Price & worth, Maintenance and Durability	tiny
Amazing! Great article and coffee is nothing short of delicious!	amazon.it	5.0	2021-09-01	Coffee Quality		tiny
Perfect Works great Simple to use and easy to clean	amazon.it	5.0	2019-12-19	User Experience		tiny
Good coffee, practical use Good coffee, practical use	amazon.it	5.0	2019-12-26	Coffee Quality, User Experience		tiny
Excellent purchase. The machine is small and takes up very little space, simple to use and excellent coffee.	amazon.it	5.0	2021-07-16	Coffee Quality, Design and Materials, User Experience		tiny
Lavazza a guarantee!!!! Perfect machine, arrived in perfect condition and the pods are also excellent.	amazon.it	5.0	2020-12-09	Services and Logistics		tiny
Excellent It is very good and easy to use even for those people who are not very good at it.	amazon.it	5.0	2019-12-22	User Experience		tiny
Practical but a bit noisy. The machine is compact, simple and pleasant design. The coffee is Lavazza, a guarantee. The only flaw is the noise and the vibrations that make the cup move.	amazon.it	4.0	2020-12-06	Brand Awareness, Design and Materials, User Experience	Maintenance and Durability, Machine Performance	tiny
Noise Excellent coffee machine, shame it's a bit too noisy!!	amazon.it	4.0	2019-12-27	User Experience	Machine Performance	tiny
Simple and efficient The coffee machine for everyone... easy to use and clean in no time!	amazon.it	5.0	2020-12-07	User Experience		tiny
"Machine OK but power plug not ""Italian"" The machine works well and arrived quickly. Negative note: the power plug is not ""Italian"", but I think ""American""; we had to buy an adapter."	amazon.it	3.0	2019-12-29	Services and Logistics	User Experience	tiny
Compact and simple Very compact, simple to use Recommended	amazon.it	5.0	2020-12-14	Design and Materials, User Experience		tiny
Excellent Coffee I was very surprised by the good coffee.	amazon.it	5.0	2020-12-11	Coffee Quality		tiny
coffee finally a good coffee	amazon.it	5.0	2020-12-02	Coffee Quality		tiny
Surprised Before this I had a pod machine that made good coffee, but after trying this despite the fact that they are capsules, I was truly amazed by the good taste of the coffee. Ginseng is also excellent. Beautiful non-bulky machine !!!	amazon.it	5.0	2020-05-15	Coffee Quality, Design and Materials		tiny
Good product I've had it for 3 months. It works perfectly even with compatible pods. Easy to clean... practical to use. Simple design. The only flaw is that they don't fit under large cups for lattes... only tea cups.	amazon.it	5.0	2020-01-02	Design and Materials, User Experience, Capsules and Compatibility	Coffee Quality	tiny
Great! Works perfectly. Easy to use. Fast delivery. Nothing to say.	amazon.it	5.0	2020-12-12	Services and Logistics, User Experience		tiny
Noisy I prefer the old model, the machine vibrates a lot when it dispenses coffee to the point of holding the cup, because it moves and causes the coffee to spill, too bad I kept it packaged for more than a month and a half, otherwise I would have returned it.	amazon.it	3.0	2021-09-09		Maintenance and Durability	tiny
Ok Ok	amazon.it	5.0	2021-08-31	User Experience		tiny
Excellent I bought it with my eyes closed because a friend of mine made me taste a coffee from this small but powerful machine, well I had no doubts, as soon as it arrived in 5 minutes I made the first coffee and now I confirm its ease of use, the readiness in preparing a coffee, the ease of use and cleaning as well as the extraordinary compactness.	amazon.it	5.0	2019-12-27	Design and Materials, User Experience		tiny
Good coffee machine Delivered on time, simple to use but less easy to remove limescale even using the special sachet for coffee machines	amazon.it	5.0	2021-07-19	User Experience, Services and Logistics	Design and Materials	tiny
Very good. Very liked, too bad it doesn't have the container for used pods.	amazon.it	5.0	2020-12-05	User Experience	Capsules and Compatibility	tiny
Excellent I bought this coffee machine for Christmas as a gift to my parents, I have had it for years both at home and at work and it makes a very good, creamy coffee, it is small and does not get dirty easily, I recommend it	amazon.it	5.0	2020-12-14	Coffee Quality, Design and Materials, User Experience		tiny
It's fine. It is simple to use Great product. Delicious coffee	amazon.it	5.0	2019-03-30	Coffee Quality		tiny
Top The best ever	amazon.it	5.0	2020-01-07	User Experience		tiny
Great product! Great product!	amazon.it	5.0	2020-01-22	User Experience		tiny
Small and compact. Small and compact....good coffee	amazon.it	4.0	2020-12-15	Coffee Quality, Design and Materials		tiny
Perfect Excellent	amazon.it	5.0	2020-02-01	User Experience		tiny
Simple, economical, easy to find capsules. Very easy to use machine, very quick to heat up and useful auto-off. Very good value for money, considering that included in the price are 64 capsules + 9 tasting tests. The machine vibrates a little before dispensing but nothing extreme. According to personal taste I find some compatible ones better than Lavazza itself. Great purchase anyway!	amazon.it	5.0	2019-12-07	Price & worth, User Experience, Design and Materials, Coffee Quality, Brand Awareness	Maintenance and Durability	tiny
suitable for work environments (offices, teachers' room at school, etc.) Product corresponding to the descriptions provided complete with pods	amazon.it	5.0	2020-11-29	Services and Logistics		tiny
Gift Bought as a gift so I can't give a detailed description! I know it works well and the recipient was satisfied! Fast shipping as usual!	amazon.it	5.0	2021-09-04	Services and Logistics	Services and Logistics	tiny
It looks good Easy to use	amazon.it	5.0	2020-12-01	User Experience		tiny
Sublime. Come al bar.	amazon.it	5.0	2019-12-19	Coffee Quality		tiny
Excessive vibration Great coffee. The only flaw, very noisy and vibrates too much during the function.	amazon.it	2.0	2020-12-07	Coffee Quality	Maintenance and Durability, Machine Performance	tiny
I wash my way TOP Great product Easy to use Quick Delivery	amazon.it	5.0	2018-11-12	Services and Logistics, User Experience		tiny
Great product Great product	amazon.it	5.0	2020-01-27	User Experience		tiny
Compact..perfect even for small spaces! Very cute and small! You can put it anywhere without invading the space.. I don't like Lavazza coffee so I buy it online on a very good Italian coffee site.. in compatible capsules! I have to say that at the moment it works very well!! Creamy coffee.. Very creamy ginseng and scary hazelnut!	amazon.it	4.0	2020-12-16	Coffee Quality, Design and Materials, Capsules and Compatibility		tiny
Surprised, the watchword is SIMPLICITY .... without the accumulation of pods, always ready, always delicious coffee! Zero space requirement! Fantastic	amazon.it	5.0	2020-02-05	Coffee Quality, Design and Materials		tiny
Easy to use Easy to use and very good coffee, the only drawback is that you have to make a couple of empty ones so that it heats up well, otherwise the first one is lukewarm	amazon.it	5.0	2020-12-17	Coffee Quality, User Experience	User Experience	tiny
Comfortable, functional and compact After about a year of use, I can tell myself fully satisfied with the product.	amazon.it	5.0	2019-04-04	User Experience		tiny
great machine, I recommend it, the machine has a nice design, it is small, compact, very easy to use and makes excellent coffee. It also does not have a collection tray for used pods but you have to change it after each dispensing, many consider it a defect but for me it is more convenient, I prefer it. The only defects if we want are that it does not make hot coffee, and the noise with vibrations during dispensing. If I could go back I would buy it again.	amazon.it	5.0	2020-12-16	Coffee Quality, Design and Materials, User Experience	Maintenance and Durability, Machine Performance, Capsules and Compatibility	tiny
My way machine Excellent product, easy to use and arrived on time, very good coffee.	amazon.it	5.0	2021-01-10	Coffee Quality, User Experience, Services and Logistics		tiny
excellent excellent product	amazon.it	4.0	2020-03-27	User Experience		tiny
Unbeatable quality/price. Great machine, free coffee supply, undrinkable, it's like licking a 9v battery	amazon.it	4.0	2021-10-15	User Experience	User Experience	tiny
Do everything with just one button! Very simple to use. Makes good coffee even with capsules from other brands. It vibrates a bit during delivery, but it's the final result that counts. Satisfied with the purchase.	amazon.it	5.0	2021-09-12	Coffee Quality, User Experience	Maintenance and Durability	tiny
Excellent Good product and excellent warranty assistance, after 1 year it gave problems but it was repaired effectively under warranty with home collection and return after 10 days	amazon.it	4.0	2020-08-18	User Experience	Maintenance and Durability	tiny
Highly recommended! Useful and easy to use appliance!	amazon.it	5.0	2021-10-03	User Experience		tiny
Maximum performance, minimum expense Bought at a very advantageous offer to make a gift, it turned out to be a pleasant surprise. Simple to use and clean, it comes with 64 free capsules. Satisfied.	amazon.it	5.0	2021-10-04	Price & worth, User Experience		tiny
Good with a small unpleasant surprise. It deserves 5 stars but I only give it 3 because the machine that arrived had an American model electrical connection and not a European shuko (which is why a return did not seem appropriate to me). For the rest, everything is excellent and recommended, especially if you have little space and want quality coffee and elegance of the machine.	amazon.it	3.0	2020-02-07	Design and Materials		tiny
Top coffee This coffee machine is very convenient, small for those like me who do not have much space on the kitchen counter. The coffee is excellent, nice and creamy just like at the bar. Excellent value for money	amazon.it	5.0	2022-01-03	Price & worth, Coffee Quality, Design and Materials, User Experience		tiny
"Excellent coffee machine :hot_beverage: Excellent lavazza a modo mio ""tiny"" coffee machine including 64 Lavazza red capsules plus the trial series of all the blends always branded Lavazza... it is easy to assemble, plug the cable into the power supply, and remove the adhesive protections, and it is ready to use, I recommend adding water and for the first time making coffee without capsules... the :hot_beverage: coffee is better than the bar, I recommend it to all coffee lovers, good product"	amazon.it	5.0	2021-09-23	Coffee Quality, Design and Materials, User Experience		tiny
Well I recommend the machine, but I prefer the compatible capsules to the flavor of the Lavazza pods	amazon.it	4.0	2021-01-11	Design and Materials, Capsules and Compatibility		tiny
Great purchase First of all, very fast shipping before the scheduled date, small and comfortable. Very good coffee, easy to clean. There is only one small detail a little noisy	amazon.it	5.0	2020-06-18	Coffee Quality, Design and Materials, Services and Logistics, User Experience	Machine Performance	tiny
Coffee machine. Great product, great coffee like the one in the bar and easy to use.	amazon.it	5.0	2021-01-15	Coffee Quality, User Experience		tiny
Small and excellent Once switched on it is ready in a few seconds and makes a hot and excellent coffee	amazon.it	5.0	2021-08-05	Coffee Quality, User Experience		tiny
Beautiful!! Works great, perfect!	amazon.it	5.0	2022-01-03	Machine Performance		tiny
"GREAT PURCHASE I already had a ""my way"" machine that we were very satisfied with, so when it broke, after years of use we decided to buy it again. The goods arrived quickly, perfect packaging. Satisfied."	amazon.it	5.0	2021-09-28	Services and Logistics		tiny
Very satisfied Very easy, it doesn't make any noise and the coffee is delicious	amazon.it	5.0	2021-09-24	Coffee Quality, Machine Performance, User Experience		tiny
Very small but excellent. Excellent coffee. Very small and cleans in a flash.	amazon.it	5.0	2021-12-26	Coffee Quality, User Experience		tiny
Ok Very nice	amazon.it	5.0	2022-01-02	Design and Materials		tiny
